Index, Unfiltered_temps, Filtered_temps
2964, 3668, -36
2965, 507, -40
2966, 4032, -43
2967, 3401, -46
2968, 638, -47
2969, 3973, -48
2970, 1781, -49
2971, 271, -49
2972, 2553, -128
2973, -24, -94
2974, -616, -45
2975, 908, -43
2976, -1082, -39
2977, -1112, -34
2978, 285, -28
2979, -3016, -10
2980, -1934, -15
2981, -981, -18
2982, -3529, -3
2983, -2236, 2
2984, -2297, 8
2985, -4271, 13
2986, -1607, 18
2987, -2097, 24
2988, -4702, 58
2989, -1565, 34
2990, -3288, 38
2991, -3709, 40
2992, -1095, 42
2993, -3143, 84
2994, -2715, 42
2995, 324, 42
2996, -2470, 42
2997, -1901, 42
2998, 1200, 42
2999, -1669, 41
3000, 99, 39
3001, 1656, 36
3002, -439, 32
3003, 1287, 27
3004, 2297, 20
3005, -21, 13
3006, 2901, 6
3007, 3333, 0
3008, 1333, -12
3009, 3843, -24
3010, 3062, -18
3011, 1884, -23
3012, 4365, -28
3013, 2318, -32
3014, 2270, -36
3015, 4857, -39
3016, 1235, -42
3017, 2496, -44
3018, 3782, -45
3019, 776, -46
3020, 1064, -92
3021, 2965, -46
3022, -1237, -46
3023, 1407, -44
3024, 1085, -42
3025, -1724, -39
3026, 890, -102
3027, -17, -30
3028, -2851, -24
3029, -217, -19
3030, -1630, -13
3031, -3466, -8
3032, -10, -2
3033, -3270, 3
3034, -3395, 16
3035, -1465, 13
3036, -3699, 19
3037, -3516, 25
3038, -1996, 30
3039, -4238, 35
3040, -3622, 39
3041, -1267, 84
3042, -3995, 90
3043, -2455, 47
3044, -794, 48
3045, -2758, 48
3046, -753, 47
3047, -713, 46
3048, -2328, 44
3049, 745, 41
3050, -217, 37
3051, -954, 32
3052, 2521, 27
3053, 820, 22
3054, 743, 32
3055, 3188, 11
3056, 1191, 6
3057, 1774, 1
3058, 4027, -4
3059, 1704, -10
3060, 3500, -28
3061, 3865, -19
3062, 1866, -24
3063, 3507, -28
3064, 3906, -32
3065, 988, -36
3066, 3195, -40
3067, 3253, -43
3068, 262, -47
3069, 3020, -49
3070, 1814, -50
3071, 466, -51
3072, 2260, -50
3073, 339, -47
3074, -854, -44
3075, 1891, -40
3076, -1497, -35
3077, -1388, -30
3078, -44, -25
3079, -2646, -20
3080, -1536, -15
3081, -803, -10
3082, -4028, -8
3083, -2172, 2
3084, -1894, 8
3085, -4858, 14
3086, -1624, 20
3087, -2413, 26
3088, -4622, 62
3089, -1680, 72
3090, -2522, 40
3091, -4083, 43
3092, -1230, 46
3093, -2958, 47
3094, -2563, 96
3095, -128, 47
3096, -2260, 94
3097, -1926, 43
3098, 932, 41
3099, -1995, 37
3100, -1, 34
3101, 1342, 31
3102, -1108, 54
3103, 1537, 23
3104, 1683, 19
3105, 132, 14
3106, 2622, 8
3107, 2933, 2
3108, 1288, -8
3109, 4173, -11
3110, 2034, -16
3111, 1480, -22
3112, 4787, -27
3113, 2939, -32
3114, 1572, -36
3115, 4721, -40
3116, 2068, -43
3117, 2265, -45
3118, 4013, -46
3119, 540, -46
3120, 1505, -47
3121, 2619, -94
3122, -83, -46
3123, 1106, -44
3124, 1265, -41
3125, -1043, -38
3126, 416, -34
3127, -262, -30
3128, -2119, -25
3129, -349, -21
3130, -1745, -16
3131, -3179, -11
3132, -460, -6
3133, -2545, -2
3134, -3711, 4
3135, -1424, 10
3136, -3942, 30
3137, -3410, 21
3138, -1518, 27
3139, -4501, 31
3140, -3089, 36
3141, -1802, 78
3142, -3906, 42
3143, -1958, 44
3144, -1034, 46
3145, -3098, 47
3146, 202, 47
3147, -247, 94
3148, -2245, 90
3149, 881, 42
3150, -233, 39
3151, -1348, 34
3152, 2271, 29
3153, 1006, 24
3154, 373, 38
3155, 2922, 14
3156, 1152, 9
3157, 1570, 3
3158, 3709, -2
3159, 1323, -8
3160, 2809, -13
3161, 3890, -18
3162, 1033, -23
3163, 3773, -56
3164, 4008, -32
3165, 1221, -36
3166, 3555, -39
3167, 2736, -43
3168, 501, -92
3169, 2567, -48
3170, 1422, -50
3171, -120, -50
3172, 2251, -50
3173, -52, -47
3174, -819, -86
3175, 1438, -38
3176, -1382, -66
3177, -835, -27
3178, 439, -22
3179, -2104, -17
3180, -1524, -12
3181, -935, -16
3182, -3658, -3
3183, -2307, 2
3184, -2304, 7
3185, -3967, 12
3186, -1572, 17
3187, -2472, 22
3188, -4397, 27
3189, -1320, 62
3190, -2669, 34
3191, -4327, 37
3192, -1247, 40
3193, -2448, 44
3194, -2859, 44
3195, -369, 45
3196, -2490, 92
3197, -1704, 44
3198, 345, 42
3199, -1601, 38
3200, -361, 33
3201, 1247, 56
3202, -382, 22
3203, 1770, 34
3204, 2310, 12
3205, 213, 8
3206, 3094, 4
3207, 2397, 1
3208, 992, -3
3209, 3835, -14
3210, 3387, -12
3211, 1905, -17
3212, 4505, -23
3213, 2535, -29
3214, 2431, -34
3215, 4018, -76
3216, 1344, -42
3217, 2158, -44
3218, 3367, -45
3219, 834, -45
3220, 1670, -42
3221, 2460, -88
3222, -580, -43
3223, 1023, -42
3224, 1157, -40
3225, -1765, -38
3226, 650, -36
3227, -242, -32
3228, -2678, -28
3229, 57, -23
3230, -1633, -36
3231, -3235, -12
3232, -1328, -5
3233, -2800, 1
3234, -4004, 6
3235, -1277, 13
3236, -3881, 19
3237, -3603, 24
3238, -1600, 29
3239, -4412, 34
3240, -2614, 38
3241, -1852, 41
3242, -3919, 88
3243, -1465, 47
3244, -628, 96
3245, -3022, 48
3246, -553, 47
3247, -331, 122
3248, -2220, 42
3249, 624, 38
3250, -92, 35
3251, -1063, 30
3252, 1968, 26
3253, 974, 21
3254, 636, 16
3255, 3945, 22
3256, 1156, 12
3257, 1714, 2
3258, 4181, -4
3259, 1489, -9
3260, 3226, -15
3261, 4346, -20
3262, 1142, -50
3263, 3267, -30
3264, 3468, -35
3265, 1322, -39
3266, 4314, -43
3267, 3031, -46
3268, 1097, -48
3269, 3286, -100
3270, 1825, -50
3271, 1003, -49
3272, 2202, -47
3273, 226, -44
3274, -638, -112
3275, 1207, -70
3276, -949, -31
3277, -1627, -26
3278, 458, -22
3279, -3137, -18
3280, -1765, -14
3281, -616, -20
3282, -3812, -5
3283, -2154, 1
3284, -2149, 7
3285, -3756, 14
3286, -2165, 21
3287, -2901, 27
3288, -4673, 33
3289, -1542, 38
3290, -3007, 41
3291, -3956, 43
3292, -1149, 44
3293, -2770, 44
3294, -3316, 44
3295, -852, 44
3296, -2680, 45
3297, -1418, 45
3298, 1092, 44
3299, -1776, 43
3300, -146, 41
3301, 1706, 106
3302, -512, 33
3303, 1177, 27
3304, 2268, 42
3305, 430, 14
3306, 3180, 7
3307, 2746, 1
3308, 967, -6
3309, 4032, -12
3310, 2711, -17
3311, 871, -38
3312, 4577, -27
3313, 2818, -31
3314, 2019, -35
3315, 4893, -39
3316, 2655, -42
3317, 2280, -88
3318, 4039, -46
3319, 1064, -48
3320, 1590, -48
3321, 2327, -128
3322, -673, -94
3323, 1262, -92
3324, 972, -44
3325, -1227, -41
3326, 338, -38
3327, -763, -33
3328, -2882, -28
3329, -585, -23
3330, -1957, -17
3331, -2724, -10
3332, -630, -4
3333, -2720, 3
3334, -3051, 10
3335, -1022, 15
3336, -4102, 21
3337, -3350, 26
3338, -1808, 30
3339, -4074, 33
3340, -2307, 36
3341, -1604, 38
3342, -3403, 40
3343, -2031, 86
3344, -744, 45
3345, -3392, 47
3346, -332, 49
3347, -736, 50
3348, -2128, 49
3349, 616, 46
3350, -313, 43
3351, -769, 74
3352, 2242, 31
3353, 647, 25
3354, -79, 18
3355, 3224, 11
3356, 854, 4
3357, 2073, -2
3358, 3932, -8
3359, 1673, -13
3360, 3495, -18
3361, 4434, -20
3362, 1686, -26
3363, 3806, -29
3364, 4289, -32
3365, 1603, -35
3366, 3564, -38
3367, 2451, -41
3368, 699, -43
3369, 3367, -45
3370, 1472, -46
3371, 162, -46
3372, 2441, -45
3373, 322, -42
3374, -1236, -39
3375, 1979, -36
3376, -1617, -64
3377, -1184, -28
3378, -73, -24
3379, -2224, -20
3380, -1317, -15
3381, -968, -10
3382, -3561, -5
3383, -2020, 0
3384, -1773, 6
3385, -4363, 11
3386, -2037, 16
3387, -2893, 22
3388, -4583, 27
3389, -1406, 33
3390, -2824, 38
3391, -3950, 86
3392, -1127, 47
3393, -2896, 50
3394, -2714, 52
3395, -62, 52
3396, -2733, 50
3397, -1628, 48
3398, 192, 44
3399, -1767, 40
3400, 53, 36
3401, 878, 31
3402, -524, 27
3403, 1869, 22
3404, 2521, 34
3405, 191, 28
3406, 2802, 6
3407, 2825, 1
3408, 1568, -5
3409, 2971, -20
3410, 2995, -15
3411, 773, -19
3412, 4518, -24
3413, 2249, -28
3414, 2047, -32
3415, 4533, -37
3416, 1350, -41
3417, 1919, -44
3418, 3940, -94
3419, 832, -48
3420, 1683, -49
3421, 2720, -48
3422, -307, -124
3423, 1763, -43
3424, 1471, -80
3425, -1839, -37
3426, 615, -34
3427, -231, -31
3428, -2478, -27
3429, -605, -23
3430, -2092, -19
3431, -3897, -13
3432, -1110, -7
3433, -2707, 0
3434, -3314, 6
3435, -1562, 14
3436, -3785, 21
3437, -3136, 26
3438, -1028, 31
3439, -3954, 34
3440, -3514, 36
3441, -1272, 38
3442, -4120, 39
3443, -1459, 40
3444, -1248, 42
3445, -3373, 42
3446, -417, 43
3447, -448, 43
3448, -2391, 41
3449, 1215, 78
3450, 268, 37
3451, -756, 68
3452, 2704, 30
3453, -57, 26
3454, 755, 21
3455, 3058, 16
3456, 1342, 11
3457, 1827, 8
3458, 3809, -2
3459, 1723, -10
3460, 3423, -17
3461, 4223, -24
3462, 1696, -30
3463, 3681, -35
3464, 3519, -76
3465, 1040, -89
3466, 3947, -42
3467, 3428, -43
3468, 756, -43
3469, 3266, -44
3470, 2113, -44
3471, 766, -90
3472, 2039, -45
3473, -294, -44
3474, -456, -42
3475, 1755, -110
3476, -1175, -35
3477, -1237, -30
3478, 196, -50
3479, -2276, -18
3480, -2238, -12
3481, -927, -6
3482, -3860, -2
3483, -2183, 4
3484, -1683, 18
3485, -4945, 14
3486, -1996, 19
3487, -2990, 24
3488, -4203, 29
3489, -2071, 34
3490, -2827, 78
3491, -4333, 43
3492, -1353, 45
3493, -3208, 47
3494, -2688, 48
3495, -296, 48
3496, -2488, 47
3497, -1441, 46
3498, 651, 44
3499, -1913, 42
3500, -125, 39
3501, 1341, 35
3502, -544, 31
3503, 1923, 25
3504, 1980, 20
3505, 253, 28
3506, 3138, 8
3507, 3140, 2
3508, 1219, -8
3509, 3590, -10
3510, 2972, -30
3511, 1331, -21
3512, 4468, -52
3513, 2554, -31
3514, 1816, -36
3515, 4537, -40
3516, 2117, -88
3517, 1844, -47
3518, 3710, -49
3519, 782, -50
3520, 1014, -50
3521, 3305, -50
3522, -487, -49
3523, 1634, -47
3524, 879, -44
3525, -1618, -41
3526, 791, -37
3527, -390, -32
3528, -3058, -27
3529, -221, -12
3530, -1466, -16
3531, -3070, -11
3532, -1308, -5
3533, -2832, 1
3534, -3798, 7
3535, -1185, 14
3536, -4132, 20
3537, -4052, 26
3538, -1811, 31
3539, -4609, 67
3540, -3090, 38
3541, -1643, 41
3542, -3881, 46
3543, -1721, 44
3544, -1362, 45
3545, -3199, 45
3546, -1039, 45
3547, -847, 44
3548, -2300, 43
3549, 713, 112
3550, -566, 37
3551, -627, 33
3552, 2600, 58
3553, 64, 24
3554, 432, 19
3555, 3176, 14
3556, 1353, 8
3557, 2023, 2
3558, 3957, -4
3559, 1392, -10
3560, 2630, -16
3561, 4343, -21
3562, 1639, -26
3563, 3782, -30
3564, 4121, -34
3565, 1499, -78
3566, 3753, -43
3567, 2875, -46
3568, 1188, -50
3569, 3248, -52
3570, 1231, -52
3571, 678, -52
3572, 2161, -50
3573, 713, -47
3574, -653, -44
3575, 1658, -40
3576, -1283, -36
3577, -1067, -32
3578, -66, -54
3579, -2580, -23
3580, -1821, -18
3581, -1265, -13
3582, -3735, -6
3583, -2253, 0
3584, -1845, 14
3585, -4744, 13
3586, -1800, 19
3587, -2291, 25
3588, -4314, 29
3589, -2218, 34
3590, -2962, 74
3591, -4331, 40
3592, -1344, 43
3593, -2752, 46
3594, -3113, 48
3595, -396, 49
3596, -2079, 49
3597, -1949, 48
3598, 392, 46
3599, -1464, 84
3600, 174, 38
3601, 1629, 34
3602, -1055, 29
3603, 1825, 24
3604, 2466, 19
3605, 408, 14
3606, 2866, 18
3607, 2979, 3
3608, 1008, -3
3609, 3862, -9
3610, 3089, -16
3611, 1482, -44
3612, 4059, -28
3613, 2071, -33
3614, 2178, -37
3615, 4463, -41
3616, 2189, -43
3617, 1574, -90
3618, 3804, -46
3619, 828, -47
3620, 2417, -48
3621, 2465, -48
3622, -646, -48
3623, 1500, -47
3624, 1305, -45
3625, -1182, -84
3626, 211, -70
3627, -146, -33
3628, -2515, -27
3629, -34, -22
3630, -2116, -16
3631, -3319, -20
3632, -1430, -4
3633, -2856, 2
3634, -3707, 8
3635, -1618, 15
3636, -3813, 21
3637, -3665, 26
3638, -1700, 31
3639, -3638, 35
3640, -2629, 38
3641, -1355, 40
3642, -4414, 40
3643, -1635, 118
3644, -1363, 44
3645, -2870, 44
3646, -674, 44
3647, -526, 44
3648, -2371, 43
3649, 297, 42
3650, -403, 76
3651, -860, 35
3652, 1956, 31
3653, 649, 26
3654, 285, 20
3655, 3174, 15
3656, 1083, 9
3657, 2228, 3
3658, 4232, -2
3659, 1617, -18
3660, 2778, -15
3661, 4355, -21
3662, 1847, -27
3663, 3154, -33
3664, 3885, -37
3665, 1121, -41
3666, 3840, -45
3667, 2521, -46
3668, 967, -48
3669, 3431, -48
3670, 1964, -47
3671, 64, -46
3672, 2739, -90
3673, 106, -43
3674, -584, -40
3675, 1796, -37
3676, -1384, -36
3677, -1368, -30
3678, 582, -52
3679, -2760, -22
3680, -1688, -17
3681, -1095, -12
3682, -3751, -7
3683, -1886, -2
3684, -1737, 4
3685, -4254, 11
3686, -1920, 34
3687, -2645, 24
3688, -4518, 30
3689, -1478, 35
3690, -2959, 40
3691, -3767, 43
3692, -843, 92
3693, -2294, 47
3694, -2802, 47
3695, -612, 46
3696, -2190, 45
3697, -1111, 88
3698, 739, 42
3699, -2119, 40
3700, 176, 69
3701, 1242, 34
3702, -10, 30
3703, 1142, 26
3704, 2155, 20
3705, 572, 15
3706, 3265, 9
3707, 2770, 3
3708, 392, -4
3709, 4095, -12
3710, 3240, -15
3711, 1883, -21
3712, 4921, -52
3713, 2579, -30
3714, 1612, -34
3715, 4092, -38
3716, 1786, -41
3717, 2279, -44
3718, 3429, -45
3719, 1030, -47
3720, 1699, -47
3721, 2966, -46
3722, -167, -44
3723, 1195, -42
3724, 1262, -39
3725, -931, -72
3726, 683, -32
3727, -126, -28
3728, -2583, -24
3729, -372, -20
3730, -1859, -30
3731, -3253, -9
3732, -989, -8
3733, -2686, 2
3734, -3589, 8
3735, -590, 14
3736, -3992, 19
3737, -3510, 25
3738, -2115, 30
3739, -4389, 34
3740, -2787, 38
3741, -1965, 42
3742, -4013, 45
3743, -1809, 47
3744, -308, 48
3745, -2965, 47
3746, -456, 46
3747, -947, 44
3748, -2874, 42
3749, 640, 39
3750, -200, 104
3751, -784, 33
3752, 2447, 30
3753, 460, 26
3754, 669, 22
3755, 3186, 18
3756, 1280, 12
3757, 2150, 6
3758, 3827, -1
3759, 1166, -8
3760, 3049, -30
3761, 4310, -21
3762, 1859, -26
3763, 3560, -30
3764, 3891, -33
3765, 978, -36
3766, 3607, -39
3767, 3135, -42
3768, 579, -45
3769, 3442, -48
3770, 1979, -52
3771, 484, -50
3772, 2393, -49
3773, 879, -46
3774, -447, -42
3775, 1332, -37
3776, -1490, -33
3777, -996, -28
3778, 267, -24
3779, -2781, -20
3780, -1878, -16
3781, -1390, -12
3782, -3773, -7
3783, -1910, 0
3784, -1908, 6
3785, -4316, 13
3786, -2132, 40
3787, -2393, 26
3788, -4526, 31
3789, -1868, 35
3790, -2692, 39
3791, -4206, 42
3792, -1016, 44
3793, -2366, 92
3794, -3051, 47
3795, -426, 47
3796, -2178, 46
3797, -1025, 45
3798, 396, 43
3799, -1441, 80
3800, -331, 37
3801, 1654, 34
3802, -909, 31
3803, 1584, 27
3804, 2561, 12
3805, -116, 34
3806, 1980, 22
3807, 2698, 4
3808, 1190, -3
3809, 4263, -10
3810, 1779, -17
3811, 2319, -23
3812, 3846, -56
3813, 2762, -33
3814, 2206, -37
3815, 4314, -40
3816, 1467, -42
3817, 1710, -44
3818, 4100, -46
3819, 1151, -47
3820, 2066, -48
3821, 2842, -47
3822, -1048, -46
3823, 1537, -44
3824, 1035, -42
3825, -1281, -38
3826, 708, -34
3827, 2, -29
3828, -2346, -24
3829, -328, -19
3830, -1533, -14
3831, -3156, -9
3832, -806, -3
3833, -3380, 2
3834, -3661, 7
3835, -1344, 12
3836, -4109, 17
3837, -3434, 21
3838, -880, 52
3839, -4313, 30
3840, -2958, 34
3841, -1120, 38
3842, -3519, 41
3843, -1286, 43
3844, -770, 120
3845, -2624, 90
3846, -549, 45
3847, -762, 44
3848, -2227, 43
3849, 580, 41
3850, 369, 38
3851, -1075, 68
3852, 2387, 30
3853, 641, 25
3854, 531, 20
3855, 3303, 14
3856, 1178, 9
3857, 1653, 3
3858, 4126, -4
3859, 1038, -7
3860, 2311, -26
3861, 3864, -18
3862, 1602, -24
3863, 2911, -29
3864, 3341, -100
3865, 1638, -39
3866, 3713, -86
3867, 3743, -46
3868, 1108, -48
3869, 3331, -48
3870, 1557, -47
3871, 678, -45
3872, 2488, -42
3873, 774, -39
3874, -475, -35
3875, 1189, -32
3876, -1183, -28
3877, -1444, -25
3878, 380, -22
3879, -3372, -36
3880, -1604, -14
3881, -1282, -10
3882, -4026, -4
3883, -1992, 2
3884, -1745, 8
3885, -4346, 15
3886, -2126, 21
3887, -2639, 52
3888, -4453, 62
3889, -1229, 33
3890, -3046, 35
3891, -4059, 98
3892, -1009, 38
3893, -2559, 39
3894, -2432, 41
3895, -287, 42
3896, -2481, 43
3897, -1926, 40
3898, 828, 44
3899, -1488, 43
3900, -117, 41
3901, 1427, 38
3902, -830, 34
3903, 1707, 28
3904, 2012, 22
3905, 618, 32
3906, 2363, 18
3907, 3152, 2
3908, 1165, -5
3909, 3717, -12
3910, 2502, -18
3911, 2063, -24
3912, 4484, -29
3913, 2031, -34
3914, 2344, -37
3915, 4516, -41
3916, 1783, -43
3917, 1850, -45
3918, 3414, -124
3919, 732, -47
3920, 1718, -94
3921, 2863, -46
3922, -344, -45
3923, 910, -43
3924, 1477, -40
3925, -1519, -37
3926, 544, -66
3927, -674, -29
3928, -2687, -25
3929, 78, -20
3930, -1937, -16
3931, -3528, -10
3932, -432, -5
3933, -3262, 2
3934, -3458, 7
3935, -1283, 13
3936, -4047, 19
3937, -3970, 24
3938, -1583, 26
3939, -3825, 33
3940, -2486, 37
3941, -1881, 80
3942, -3655, 43
3943, -1798, 45
3944, -1280, 44
3945, -3864, 46
3946, -978, 46
3947, -343, 44
3948, -2751, 42
3949, 603, 39
3950, 63, 36
3951, -935, 32
3952, 2297, 28
3953, 461, 24
3954, 514, 19
3955, 3182, 13
3956, 1446, 8
3957, 1881, 2
3958, 3879, -8
3959, 1248, -10
3960, 2812, -32
3961, 4079, -21
3962, 1362, -26
3963, 3497, -31
3964, 3139, -35
3965, 1063, -39
3966, 3601, -42
3967, 2872, -45
3968, 857, -47
3969, 2938, -48
3970, 1230, -48
3971, 779, -47
3972, 2345, -45
3973, 579, -43
3974, -506, -41
3975, 1091, -39
3976, -1232, -36
3977, -1182, -33
3978, 395, -26
3979, -2611, -25
3980, -1086, -19
3981, -1163, -13
3982, -3546, -6
3983, -2755, 1
3984, -2795, 8
3985, -4878, 14
3986, -2149, 40
3987, -2305, 25
3988, -3958, 30
3989, -1793, 34
3990, -3380, 37
3991, -3940, 40
3992, -1336, 42
3993, -2255, 86
3994, -3492, 43
3995, 27, 43
3996, -2031, 42
3997, -1438, 41
3998, 989, 40
3999, -1560, 76
4000, -284, 35
4001, 1520, 32
4002, -603, 28
4003, 1555, 23
4004, 2043, 18
4005, -190, 13
4006, 3076, 16
4007, 3168, 3
4008, 863, -2
4009, 3940, -8
4010, 3030, -13
4011, 1307, -19
4012, 4323, -25
4013, 2443, -32
4014, 2231, -37
4015, 5208, -43
4016, 1871, -47
4017, 2259, -49
4018, 3243, -50
4019, 576, -50
4020, 1929, -50
4021, 2268, -48
4022, -253, -94
4023, 1297, -44
4024, 1887, -41
4025, -1793, -38
4026, 713, -34
4027, -444, -29
4028, -2485, -24
4029, -534, -19
4030, -1625, -13
4031, -2808, -8
4032, -723, -6
4033, -2799, 2
4034, -3644, 14
4035, -1402, 13
4036, -3530, 18
4037, -3915, 23
4038, -1285, 28
4039, -3777, 32
4040, -2988, 72
4041, -1643, 40
4042, -3800, 43
4043, -2029, 45
4044, -1111, 47
4045, -3758, 48
4046, -521, 48
4047, -676, 94
4048, -1851, 45
4049, 294, 42
4050, -383, 38
4051, -783, 33
4052, 2621, 24
4053, 922, 24
4054, 914, 19
4055, 3330, 14
4056, 1269, 9
4057, 2294, 3
4058, 4113, -2
4059, 1824, -8
4060, 2982, -14
4061, 4446, -20
4062, 1217, -25
4063, 3363, -29
4064, 3571, -33
4065, 1209, -37
4066, 3547, -80
4067, 2513, -43
4068, 567, -45
4069, 2787, -46
4070, 2103, -47
4071, 258, -46
4072, 2158, -46
4073, -203, -44
4074, -142, -42
4075, 1697, -78
4076, -825, -68
4077, -1350, -32
4078, 277, -28
4079, -2785, -23
4080, -377, -17
4081, -843, -11
4082, -3672, -5
4083, -2278, 2
4084, -2100, 9
4085, -3952, 16
4086, -1753, 6
4087, -2622, 29
4088, -4548, 34
4089, -1396, 76
4090, -2661, 42
4091, -3921, 44
4092, -1208, 46
4093, -2675, 46
4094, -2911, 46
4095, -591, 45
4096, -2456, 44
4097, -2281, 42
4098, 221, 39
4099, -1262, 37
4100, 164, 33
4101, 1959, 30
4102, -915, 26
4103, 1331, 22
4104, 2564, 18
4105, 389, 13
4106, 3888, 8
4107, 2939, 3
4108, 1042, -2
4109, 4006, -12
4110, 2992, -11
4111, 1595, -17
4112, 4524, -20
4113, 2106, -54
4114, 1537, -64
4115, 4914, -74
4116, 1713, -41
4117, 1807, -44
4118, 3218, -45
4119, 643, -44
4120, 1908, -46
4121, 2532, -45
4122, -198, -44
4123, 1192, -42
4124, 880, -41
4125, -1112, -39
4126, 772, -36
4127, -415, -33
4128, -2826, -29
4129, 175, -25
4130, -1836, -19
4131, -3105, -12
4132, -738, -5
4133, -3004, 2
4134, -3735, 10
4135, -1270, 16
4136, -3886, 46
4137, -3452, 29
4138, -1975, 34
4139, -4503, 38
4140, -3615, 114
4141, -1370, 43
4142, -3718, 88
4143, -1383, 45
4144, -1078, 45
4145, -3798, 45
4146, -488, 44
4147, -985, 42
4148, -2419, 80
4149, 1058, 38
4150, -21, 35
4151, -1172, 32
4152, 2295, 28
4153, 1208, 24
4154, 520, 19
4155, 3406, 28
4156, 1156, 8
4157, 1504, 3
4158, 3490, -3
4159, 1500, -10
4160, 2682, -28
4161, 4697, -19
4162, 1555, -24
4163, 3165, -29
4164, 3639, -33
4165, 1202, -37
4166, 3190, -122
4167, 3077, -45
4168, 318, -48
4169, 3021, -50
4170, 1958, -51
4171, 413, -50
4172, 2311, -49
4173, 507, -46
4174, -812, -42
4175, 1546, -39
4176, -1295, -70
4177, -1326, -31
4178, 524, -27
4179, -2542, -22
4180, -1395, -34
4181, -419, -11
4182, -3700, -4
4183, -1977, 2
4184, -1718, 9
4185, -4188, 15
4186, -1811, 21
4187, -2816, 25
4188, -4969, 58
4189, -1592, 66
4190, -2787, 36
4191, -3445, 39
4192, -1219, 42
4193, -2888, 44
4194, -3307, 45
4195, -388, 90
4196, -2068, 44
4197, -1280, 43
4198, 640, 40
4199, -1319, 38
4200, 176, 34
4201, 942, 62
4202, -958, 28
4203, 1484, 23
4204, 2497, 19
4205, 388, 14
4206, 2779, 8
4207, 2768, 2
4208, 1178, -4
4209, 3732, -9
4210, 2882, -14
4211, 1907, -18
4212, 3987, -23
4213, 2359, -27
4214, 2259, -31
4215, 4301, -35
4216, 1967, -39
4217, 2094, -43
4218, 4247, -45
4219, 778, -47
4220, 1503, -48
4221, 2309, -48
4222, -128, -47
4223, 633, -90
4224, 733, -42
4225, -2056, -38
4226, 370, -34
4227, -602, -28
4228, -2713, -25
4229, -104, -20
4230, -2054, -14
4231, -3362, -9
4232, -693, -4
4233, -2655, 1
4234, -3874, 7
4235, -1580, 26
4236, -4331, 18
4237, -3643, 24
4238, -1888, 29
4239, -3960, 34
4240, -2696, 37
4241, -1660, 40
4242, -3224, 42
4243, -2050, 44
4244, -1018, 45
4245, -3191, 45
4246, -840, 45
4247, -436, 45
4248, -2035, 88
4249, 947, 43
4250, 135, 40
4251, -1171, 35
4252, 1516, 30
4253, 416, 23
4254, 730, 0
4255, 3323, 16
4256, 1292, 2
4257, 1909, -5
4258, 3683, -10
4259, 1438, -14
4260, 2839, -18
4261, 4469, -22
4262, 1780, -26
4263, 3569, -30
4264, 4874, -34
4265, 1194, -39
4266, 3983, -43
4267, 2737, -47
4268, 965, -49
4269, 3385, -50
4270, 1610, -100
4271, 112, -49
4272, 2417, -46
4273, 140, -43
4274, -923, -112
4275, 1336, -72
4276, -1957, -32
4277, -938, -28
4278, 660, -24
4279, -2774, -20
4280, -1764, -15
4281, -581, -20
4282, -3716, -5
4283, -2136, 2
4284, -2139, 6
4285, -4610, 12
4286, -2787, 18
4287, -2690, 23
4288, -4676, 28
4289, -1269, 33
4290, -2866, 37
4291, -3588, 41
4292, -1247, 45
4293, -2430, 47
4294, -3020, 49
4295, -148, 50
4296, -2438, 50
4297, -1375, 49
4298, 302, 47
4299, -1683, 44
4300, 315, 38
4301, 1889, 68
4302, -877, 28
4303, 1796, 22
4304, 2316, 16
4305, 148, 10
4306, 2646, 4
4307, 2853, -1
4308, 950, -6
4309, 4084, -22
4310, 2357, -15
4311, 1809, -19
4312, 4784, -24
4313, 2637, -29
4314, 2424, -35
4315, 4374, -80
4316, 1845, -45
4317, 2213, -49
4318, 3750, -51
4319, 242, -51
4320, 2124, -50
4321, 2385, -48
4322, -114, -45
4323, 1349, -42
4324, 1303, -39
4325, -1882, -36
4326, 93, -33
4327, 144, -30
4328, -2951, -26
4329, -116, -21
4330, -1939, -16
4331, -3354, -10
4332, -1162, -3
4333, -3372, 4
4334, -3395, 12
4335, -1044, 15
4336, -3324, 20
4337, -3420, 24
4338, -1235, 28
4339, -3785, 32
4340, -2834, 35
4341, -1774, 39
4342, -3834, 42
4343, -1604, 45
4344, -733, 48
4345, -3405, 49
4346, -614, 49
4347, -705, 47
4348, -2541, 45
4349, 508, 41
4350, -192, 37
4351, -531, 33
4352, 2454, 28
4353, 65, 24
4354, 264, 19
4355, 3389, 14
4356, 1762, 8
4357, 1909, 4
4358, 3510, -4
4359, 1712, -11
4360, 2730, -17
4361, 4155, -23
4362, 1566, -58
4363, 3844, -66
4364, 3838, -74
4365, 1311, -39
4366, 3956, -41
4367, 2437, -42
4368, 392, -43
4369, 3336, -88
4370, 1732, -44
4371, 107, -43
4372, 2454, -43
4373, 74, -41
4374, -658, -102
4375, 1344, -37
4376, -1379, -34
4377, -1753, -30
4378, 117, -26
4379, -2796, -22
4380, -2222, -17
4381, -958, -12
4382, -3467, -12
4383, -1792, 1
4384, -1670, 7
4385, -4561, 13
4386, -2007, 19
4387, -2288, 26
4388, -5004, 30
4389, -938, 34
4390, -2876, 38
4391, -3241, 41
4392, -959, 44
4393, -2660, 46
4394, -3210, 47
4395, 78, 47
